"","Sample","seir.E","seir.S","seir.b","seir.tau","seir.p_h","clockRate","gamma0","gamma1"
"1501","7500000.1",5.16154405664277,137.699374300777,19.2041515810529,74,0.2,0.00127342502818391,89.042,96.05
"1502","7505000.1",4.46815216710285,322.246693622074,19.4485260751706,74,0.2,0.00141069970590234,89.042,96.05
"1503","7510000.1",6.03577060242393,258.226000618606,21.2461194419429,74,0.2,0.00104269445665251,89.042,96.05
"1504","7515000.1",4.67884935719427,51.4311322884498,15.3676838446762,74,0.2,0.00127550847329883,89.042,96.05
"1505","7520000.1",4.06523196591581,184.438286245166,14.8071076398246,74,0.2,0.0011963357868251,89.042,96.05
"1506","7525000.1",1.94456574163625,100.891059484142,23.2948831711948,74,0.2,0.000994250537970584,89.042,96.05
"1507","7530000.1",2.64461885786762,185.21732603931,24.4118729942748,74,0.2,0.00106373145756172,89.042,96.05
"1508","7535000.1",6.65442480998523,603.041177919838,19.8325176651087,74,0.2,0.001231893110295,89.042,96.05
"1509","7540000.1",5.11359637155368,414.244411603727,24.7221608880415,74,0.2,0.00131406658011902,89.042,96.05
"1510","7545000.1",3.54189660843007,476.769170790804,25.2251868535305,74,0.2,0.00136593210495282,89.042,96.05
"1511","7550000.1",5.10376930985969,720.155913043817,26.8555123745892,74,0.2,0.00108025917866267,89.042,96.05
"1512","7555000.1",4.85222461825483,116.251888185471,20.8383756332161,74,0.2,0.000849988954825111,89.042,96.05
"1513","7560000.1",5.01514237341251,247.634817457566,27.8153928176054,74,0.2,0.00101679474697881,89.042,96.05
"1514","7565000.1",9.97344491493483,1130.07981500521,15.9730203277919,74,0.2,0.00118679565620895,89.042,96.05
"1515","7570000.1",9.48373250988127,375.124532828684,14.4774643906204,74,0.2,0.0011777835954243,89.042,96.05
"1516","7575000.1",5.79369522163829,467.295860832266,12.751347210295,74,0.2,0.00125064270188507,89.042,96.05
"1517","7580000.1",3.1231958797275,30.5325889489632,17.3478660712652,74,0.2,0.00121545423137313,89.042,96.05
"1518","7585000.1",6.01095376620966,764.848616873505,16.2085288301207,74,0.2,0.00115954362516995,89.042,96.05
"1519","7590000.1",5.01643218973354,98.2933599669144,15.7363951032518,74,0.2,0.00116186358277981,89.042,96.05
"1520","7595000.1",3.9040935561058,305.514498984586,17.7206922750054,74,0.2,0.000992586254916684,89.042,96.05
"1521","7600000.1",5.65372527895958,352.671512980828,16.6371410687017,74,0.2,0.000975618312372719,89.042,96.05
"1522","7605000.1",6.7640300794731,533.859240696907,14.0242065775615,74,0.2,0.00120938012254783,89.042,96.05
"1523","7610000.1",6.95808403317789,200.297643679253,16.9597086759096,74,0.2,0.00120948370761382,89.042,96.05
"1524","7615000.1",5.63256234888631,138.872986551425,15.6861652110704,74,0.2,0.00100208631755223,89.042,96.05
"1525","7620000.1",5.51510218328585,306.149314083297,15.3140516791259,74,0.2,0.00143339473884106,89.042,96.05
"1526","7625000.1",4.0137714451205,247.989486944147,17.5628833931766,74,0.2,0.00111883751255371,89.042,96.05
"1527","7630000.1",7.54759524908047,651.877939527671,11.8547399817814,74,0.2,0.00133717771179133,89.042,96.05
"1528","7635000.1",3.86030254743543,101.358520813338,19.1347002240194,74,0.2,0.00108329653103433,89.042,96.05
"1529","7640000.1",3.98037202880764,255.32954907566,22.4674649610891,74,0.2,0.00145165842782301,89.042,96.05
"1530","7645000.1",1.69899486746995,104.706446077283,23.1017121122328,74,0.2,0.00133893205087867,89.042,96.05
"1531","7650000.1",2.90725334815735,64.2738005792198,24.1426623397764,74,0.2,0.00130108620985778,89.042,96.05
"1532","7655000.1",6.25548251378184,831.860623413877,16.7008520421157,74,0.2,0.0010046215509742,89.042,96.05
"1533","7660000.1",7.70149612074157,261.543559808985,15.0390958108336,74,0.2,0.001149160439017,89.042,96.05
"1534","7665000.1",3.0157098839974,517.365113614827,24.6107497508501,74,0.2,0.00107857968914387,89.042,96.05
"1535","7670000.1",2.48366395051799,172.731328322924,18.7649437740773,74,0.2,0.00100707873173158,89.042,96.05
"1536","7675000.1",2.67542330920957,420.698888100095,17.8844528923927,74,0.2,0.00117698483249178,89.042,96.05
"1537","7680000.1",3.8614519618541,712.786607499195,18.3421642719366,74,0.2,0.00136699822999222,89.042,96.05
"1538","7685000.1",1.2285870140484,306.429563075719,23.0085185242292,74,0.2,0.0013281690909624,89.042,96.05
"1539","7690000.1",2.68684040152949,179.297627149375,16.8442064532324,74,0.2,0.00144002314870219,89.042,96.05
"1540","7695000.1",4.40311205991561,267.983129171062,21.5500706067197,74,0.2,0.00125944237901822,89.042,96.05
"1541","7700000.1",3.09663647182035,206.537622620318,23.4951127499764,74,0.2,0.00135844925122088,89.042,96.05
"1542","7705000.1",5.31724143067623,146.98702704589,19.2319626709629,74,0.2,0.00104009380496227,89.042,96.05
"1543","7710000.1",7.32855453981856,189.216389799297,21.339503196513,74,0.2,0.00103112324739697,89.042,96.05
"1544","7715000.1",6.71438346569812,765.086180618948,23.7736364406889,74,0.2,0.00118688705500515,89.042,96.05
"1545","7720000.1",7.74764444012088,567.140374154098,21.1477686294745,74,0.2,0.00127020807077849,89.042,96.05
"1546","7725000.1",7.55321974546594,332.508962609325,20.4122294915208,74,0.2,0.00100714156086033,89.042,96.05
"1547","7730000.1",4.57379066318279,160.556451863677,20.3391169116801,74,0.2,0.0011171906554803,89.042,96.05
